source,path,shape,dtype,size,min,max,mean,sum,sha256
DataBase\data\300\300.binary.bgData,BG_SETUP/BEAM_PROFILE/BEAM_PROFILE_TRUNK/BEAM_PROFILE_X/SHOW_TOPHAT,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\300\300.binary.bgData,BG_SETUP/BEAM_PROFILE/BEAM_PROFILE_TRUNK/BEAM_PROFILE_X/ZOOM_V2,[1],float64,1,0.0,0.0,0.0,0.0,af5570f5a1810b7af78caf4bc70a660f0df51e42baf91d4de5b2328de0e83dfc
DataBase\data\300\300.binary.bgData,BG_SETUP/BEAM_PROFILE/BEAM_PROFILE_TRUNK/BEAM_PROFILE_Y/PAN_V2,[1],float64,1,0.5,0.5,0.5,0.5,4cfa5b42ca669328764e67cd9a34bb8f90b16ed7ca8d85e8443783d7ccce15ed
DataBase\data\300\300.binary.bgData,BG_SETUP/BEAM_PROFILE/BEAM_PROFILE_TRUNK/BEAM_PROFILE_Y/SHOW_BEAM_WIDTH,[1],uint8,1,1.0,1.0,1.0,1.0,4bf5122f344554c53bde2ebb8cd2b7e3d1600ad631c385a5d7cce23c7785459a
DataBase\data\300\300.binary.bgData,BG_SETUP/BEAM_PROFILE/BEAM_PROFILE_TRUNK/BEAM_PROFILE_Y/SHOW_CALIPER,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\300\300.binary.bgData,BG_SETUP/BEAM_PROFILE/BEAM_PROFILE_TRUNK/BEAM_PROFILE_Y/SHOW_GAUSS_FIT,[1],uint8,1,1.0,1.0,1.0,1.0,4bf5122f344554c53bde2ebb8cd2b7e3d1600ad631c385a5d7cce23c7785459a
DataBase\data\300\300.binary.bgData,BG_SETUP/BEAM_PROFILE/BEAM_PROFILE_TRUNK/BEAM_PROFILE_Y/SHOW_TOPHAT,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\300\300.binary.bgData,BG_SETUP/BEAM_PROFILE/BEAM_PROFILE_TRUNK/BEAM_PROFILE_Y/ZOOM_V2,[1],float64,1,0.0,0.0,0.0,0.0,af5570f5a1810b7af78caf4bc70a660f0df51e42baf91d4de5b2328de0e83dfc
DataBase\data\300\300.binary.bgData,BG_SETUP/BG_LAYOUT,[1],|S1578,1,,,,,d84ab0b180f29f4499a4cdefd7b2155012eb08beaadb3e22d31b33d3503fde45
DataBase\data\300\300.binary.bgData,BG_SETUP/Beam Display/RIBBON_VISIBILITY_BEAMDISPLAY_PRIVILEGE,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91
DataBase\data\300\300.binary.bgData,BG_SETUP/Beam Display/RIBBON_VISIBILITY_COLORBAR_RIBBONBAR_PRIVILEGE,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91
DataBase\data\300\300.binary.bgData,BG_SETUP/Beam Display/RIBBON_VISIBILITY_CROSSHAIR_RIBBONBAR_PRIVILEGE,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91
DataBase\data\300\300.binary.bgData,BG_SETUP/Beam Display/RIBBON_VISIBILITY_CURSOR_RIBBONBAR_PRIVILEGE,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91
DataBase\data\300\300.binary.bgData,BG_SETUP/Beam Display/RIBBON_VISIBILITY_PANZOOM2D_RIBBONBAR_PRIVILEGE,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91
DataBase\data\300\300.binary.bgData,BG_SETUP/Beam Display/RIBBON_VISIBILITY_PANZOOMROTATETILE3D_RIBBONBAR_PRIVILEGE,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91
DataBase\data\300\300.binary.bgData,BG_SETUP/Beam Display/RIBBON_VISIBILITY_PROPERTIES_RIBBONBAR_PRIVILEGE,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91
DataBase\data\300\300.binary.bgData,BG_SETUP/Beam Profile/RIBBON_VISIBILITY_BEAMPROFILE_CONTROLBEAM_PROFILE_X,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91
DataBase\data\300\300.binary.bgData,BG_SETUP/Beam Profile/RIBBON_VISIBILITY_BEAMPROFILE_CONTROLBEAM_PROFILE_Y,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91
DataBase\data\300\300.binary.bgData,BG_SETUP/Beam Profile/RIBBON_VISIBILITY_BEAMPROFILE_PRIVILEGE,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91
DataBase\data\300\300.binary.bgData,BG_SETUP/CHARTS/CHART_ENGINE/CHARTS_MASTER/ENABLE_SAMPLE_SIZE,[1],uint8,1,1.0,1.0,1.0,1.0,4bf5122f344554c53bde2ebb8cd2b7e3d1600ad631c385a5d7cce23c7785459a
DataBase\data\300\300.binary.bgData,BG_SETUP/CHARTS/CHART_ENGINE/CHARTS_MASTER/RESET_CHARTS_ON_START,[1],uint8,1,1.0,1.0,1.0,1.0,4bf5122f344554c53bde2ebb8cd2b7e3d1600ad631c385a5d7cce23c7785459a
DataBase\data\300\300.binary.bgData,BG_SETUP/CHARTS/CHART_ENGINE/CHARTS_MASTER/SAMPLE_SIZE,[1],int32,1,1000.0,1000.0,1000.0,1000.0,79ff7fbc96a0a6111e3c2706d61deb84c7c8e5a137b776f34a7dc3775f3652de
DataBase\data\300\300.binary.bgData,BG_SETUP/CHARTS/CHART_ENGINE/HISTOGRAM/AutoScale,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\300\300.binary.bgData,BG_SETUP/Capture/RIBBON_VISIBILITY_CAMERAOFFSET_RIBBONBAR_PRIVILEGE,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91
DataBase\data\300\300.binary.bgData,BG_SETUP/Capture/RIBBON_VISIBILITY_CAPTURE_PRIVILEGE,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91
DataBase\data\300\300.binary.bgData,BG_SETUP/Capture/RIBBON_VISIBILITY_FRAMEBUFFERSIZE_PRIVILEGE,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91
DataBase\data\300\300.binary.bgData,BG_SETUP/Capture/RIBBON_VISIBILITY_FRAMECOMMENT_PRIVILEGE,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91
DataBase\data\300\300.binary.bgData,BG_SETUP/Capture/RIBBON_VISIBILITY_REFERENCE_PRIVILEGE,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91
DataBase\data\300\300.binary.bgData,BG_SETUP/Capture/RIBBON_VISIBILITY_SMEAR_CORRECTION_PRIVELEGE,[1],|S9,1,,,,,b322b65227bc3ec948893e32aa98f227417327069e191d79107a2736a7b2f980
DataBase\data\300\300.binary.bgData,BG_SETUP/Capture/RIBBON_VISIBILITY_SOURCERATE_PRIVILEGE,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91
DataBase\data\300\300.binary.bgData,BG_SETUP/Capture/RIBBON_VISIBILITY_SUMMINGAVERAGE_RIBBONBAR_PRIVILEGE,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91
DataBase\data\300\300.binary.bgData,BG_SETUP/Capture/RIBBON_VISIBILITY_WRITEPROTECT_PRIVILEGE,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91
DataBase\data\300\300.binary.bgData,BG_SETUP/Charts/RIBBON_VISIBILITY_CHARTS_PRIVILEGE,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91
DataBase\data\300\300.binary.bgData,BG_SETUP/Charts/RIBBON_VISIBILITY_HISTOGRAM_PRIVILEGE_CONTROL,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91
DataBase\data\300\300.binary.bgData,BG_SETUP/Charts/RIBBON_VISIBILITY_POSITIONAL_STABILITY_PRIVILEGE_CONTROL,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91
DataBase\data\300\300.binary.bgData,BG_SETUP/Charts/RIBBON_VISIBILITY_STRIPCHART_PRIVILEGE_CONTROL,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91
DataBase\data\300\300.binary.bgData,BG_SETUP/Computations/RIBBON_VISIBILITY_BEAMWIDTH_PRIVILEGE,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91
DataBase\data\300\300.binary.bgData,BG_SETUP/Computations/RIBBON_VISIBILITY_COMPUTATIONS_PRIVILEGE,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91
DataBase\data\300\300.binary.bgData,BG_SETUP/Computations/RIBBON_VISIBILITY_DIVERGENCE_PRIVILEGE,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91
DataBase\data\300\300.binary.bgData,BG_SETUP/Computations/RIBBON_VISIBILITY_PASS_FAIL,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91
DataBase\data\300\300.binary.bgData,BG_SETUP/Computations/RIBBON_VISIBILITY_POWERENERGY_PRIVILEGE,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91
DataBase\data\300\300.binary.bgData,BG_SETUP/Computations/RIBBON_VISIBILITY_SCALING_PRIVILEGE,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91
DataBase\data\300\300.binary.bgData,BG_SETUP/Computations/RIBBON_VISIBILITY_STATISTICS_PRIVILEGE,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91
DataBase\data\300\300.binary.bgData,BG_SETUP/DATA_SOURCE_MANAGER/AUTOX/ENABLED,[1],uint8,1,1.0,1.0,1.0,1.0,4bf5122f344554c53bde2ebb8cd2b7e3d1600ad631c385a5d7cce23c7785459a
DataBase\data\300\300.binary.bgData,BG_SETUP/DATA_SOURCE_MANAGER/AUTOX/ON,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\300\300.binary.bgData,BG_SETUP/DATA_SOURCE_MANAGER/BLOOMING_CORRECTION/ENABLED,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\300\300.binary.bgData,BG_SETUP/DATA_SOURCE_MANAGER/BLOOMING_CORRECTION/WAVELENGTH,[1],int32,1,1.0,1.0,1.0,1.0,67abdd721024f0ff4e0b3f4c2fc13bc5bad42d0b7851d456d88d203d15aaa450
DataBase\data\300\300.binary.bgData,BG_SETUP/DATA_SOURCE_MANAGER/CAPTURE/FRAME_PRIORITY,[1],uint8,1,1.0,1.0,1.0,1.0,4bf5122f344554c53bde2ebb8cd2b7e3d1600ad631c385a5d7cce23c7785459a
DataBase\data\300\300.binary.bgData,BG_SETUP/DATA_SOURCE_MANAGER/CAPTURE/NUM_FRAMES,[1],int32,1,0.0,0.0,0.0,0.0,df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119
DataBase\data\300\300.binary.bgData,BG_SETUP/DATA_SOURCE_MANAGER/FRAMEBUFFER/COMMENT,[1],|S1,1,,,,,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\300\300.binary.bgData,BG_SETUP/DATA_SOURCE_MANAGER/FRAMEBUFFER/COMMENTING,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\300\300.binary.bgData,BG_SETUP/DATA_SOURCE_MANAGER/FRAMEBUFFER/NUM_FRAMES,[1],int32,1,16.0,16.0,16.0,16.0,097328e8c957de2428283954f6a1ee8ff7ad7def12e100a600178407f5decf24
DataBase\data\300\300.binary.bgData,BG_SETUP/DATA_SOURCE_MANAGER/PROCESSOR/AVERAGING_COUNT,[1],uint16,1,1.0,1.0,1.0,1.0,47dc540c94ceb704a23875c11273e16bb0b8a87aed84de911f2133568115f254
DataBase\data\300\300.binary.bgData,BG_SETUP/DATA_SOURCE_MANAGER/PROCESSOR/BAD_PIXEL_CORRECT,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\300\300.binary.bgData,BG_SETUP/DATA_SOURCE_MANAGER/PROCESSOR/CLIPPING,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\300\300.binary.bgData,BG_SETUP/DATA_SOURCE_MANAGER/PROCESSOR/CONVOLUTION,[1],|S8,1,,,,,a638874770d7132d08d1f9f85518bc4705eb757fbf39de7eb4eeb8ad9653b8b1
DataBase\data\300\300.binary.bgData,BG_SETUP/DATA_SOURCE_MANAGER/PROCESSOR/INVERT,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\300\300.binary.bgData,BG_SETUP/DATA_SOURCE_MANAGER/PROCESSOR/OFFSET_ANGLE,[1],float64,1,0.0,0.0,0.0,0.0,af5570f5a1810b7af78caf4bc70a660f0df51e42baf91d4de5b2328de0e83dfc
DataBase\data\300\300.binary.bgData,BG_SETUP/DATA_SOURCE_MANAGER/PROCESSOR/OFFSET_AXIS,[1],|S1,1,,,,,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015
DataBase\data\300\300.binary.bgData,BG_SETUP/DATA_SOURCE_MANAGER/PROCESSOR/SUMMING_COUNT,[1],uint16,1,1.0,1.0,1.0,1.0,47dc540c94ceb704a23875c11273e16bb0b8a87aed84de911f2133568115f254
DataBase\data\300\300.binary.bgData,BG_SETUP/DATA_SOURCE_MANAGER/SMEAR_CORRECTION/SMEAR_CORRECTION_DIRECTION,[1],|S8,1,,,,,da9ddf70f39905e9d89fb1f049b467a9d2a5163efd5ceb8aeda1b051640724d9
DataBase\data\300\300.binary.bgData,BG_SETUP/DATA_SOURCE_MANAGER/SMEAR_CORRECTION/SMEAR_CORRECTION_ENABLED,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\300\300.binary.bgData,BG_SETUP/DATA_SOURCE_MANAGER/SOURCE_SELECT_CONNECT/DATA_SOURCE/BAD_PIXEL_CORRECTION/BAD_PIX_CORRECTION_ON,[1],uint8,1,1.0,1.0,1.0,1.0,4bf5122f344554c53bde2ebb8cd2b7e3d1600ad631c385a5d7cce23c7785459a
DataBase\data\300\300.binary.bgData,BG_SETUP/DATA_SOURCE_MANAGER/SOURCE_SELECT_CONNECT/DATA_SOURCE/EGB/EXPOSURE,[1],float64,1,50.0,50.0,50.0,50.0,fe555d486cc8379252e92fe7c97b5e5b603a97a9f965105cfd169a1ab4327fb9
DataBase\data\300\300.binary.bgData,BG_SETUP/DATA_SOURCE_MANAGER/SOURCE_SELECT_CONNECT/DATA_SOURCE/EGB/GAIN,[1],float64,1,0.0,0.0,0.0,0.0,af5570f5a1810b7af78caf4bc70a660f0df51e42baf91d4de5b2328de0e83dfc
DataBase\data\300\300.binary.bgData,BG_SETUP/DATA_SOURCE_MANAGER/SOURCE_SELECT_CONNECT/DATA_SOURCE/GAIN_CORRECTION/GAIN_CORRECTION_ON,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\300\300.binary.bgData,BG_SETUP/DATA_SOURCE_MANAGER/SOURCE_SELECT_CONNECT/DATA_SOURCE/RAWDATASOURCE/FORMAT,[1],|S7,1,,,,,17b41b9288b11045c43285f66137f12bb48478853f9388c8108546f47633ef22
DataBase\data\300\300.binary.bgData,BG_SETUP/DATA_SOURCE_MANAGER/SOURCE_SELECT_CONNECT/DATA_SOURCE/RAWDATASOURCE/GAMMA,[1],float64,1,1.0,1.0,1.0,1.0,6c3c396ed6b5c36dcae172271f462051b1266b851e92df3deea8ac65478fd712
DataBase\data\300\300.binary.bgData,BG_SETUP/DATA_SOURCE_MANAGER/SOURCE_SELECT_CONNECT/DATA_SOURCE/RAWDATASOURCE/LENS,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\300\300.binary.bgData,BG_SETUP/DATA_SOURCE_MANAGER/SOURCE_SELECT_CONNECT/DATA_SOURCE/RAWDATASOURCE/VIDEOTRIGGERLEVEL,[1],int32,1,0.0,0.0,0.0,0.0,df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119
DataBase\data\300\300.binary.bgData,BG_SETUP/DATA_SOURCE_MANAGER/SOURCE_SELECT_CONNECT/DATA_SOURCE/TRIGGER/TRIGGER_CHOP_SPEED,[1],|S16,1,,,,,dd1f70a33ff09279f3d70c29e30c2934e39fdc1ac502dc3bf48732e931221351
DataBase\data\300\300.binary.bgData,BG_SETUP/DATA_SOURCE_MANAGER/SOURCE_SELECT_CONNECT/DATA_SOURCE/TRIGGER/TRIGGER_MODE,[1],|S6,1,,,,,78358a693d179445fd70727451a3e702b45d3ccf43e30bba33e1a2245ddd1b90
DataBase\data\300\300.binary.bgData,BG_SETUP/DATA_SOURCE_MANAGER/SOURCE_SELECT_CONNECT/DATA_SOURCE/TRIGGER/TRIGGER_PRE_TRIGGER,[1],int32,1,0.0,0.0,0.0,0.0,df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119
DataBase\data\300\300.binary.bgData,BG_SETUP/DATA_SOURCE_MANAGER/SOURCE_SELECT_CONNECT/SELECTED_DATA_SOURCE,[1],|S63,1,,,,,bb01ab7ce810d13a2691a8b12ce14cc33e25e830ebceae88aab5e5fa0eaf3f4d
DataBase\data\300\300.binary.bgData,BG_SETUP/DATA_SOURCE_MANAGER/SOURCE_SELECT_CONNECT/SUBSCRIPTION_RATE/BURST,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\300\300.binary.bgData,BG_SETUP/DATA_SOURCE_MANAGER/SOURCE_SELECT_CONNECT/SUBSCRIPTION_RATE/FRAMES,[1],uint32,1,0.0,0.0,0.0,0.0,df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119
DataBase\data\300\300.binary.bgData,BG_SETUP/DATA_SOURCE_MANAGER/SOURCE_SELECT_CONNECT/SUBSCRIPTION_RATE/SECONDS,[1],uint32,1,0.0,0.0,0.0,0.0,df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119
DataBase\data\300\300.binary.bgData,BG_SETUP/DATA_SOURCE_MANAGER/VIDEO_TRIGGER/VIDEOTRIGGERLEVEL,[1],|S3,1,,,,,ca7981b46ecf2c1787b6d76d81d9fd7fa0ca95842e2fcc2a452869891a9334d1
DataBase\data\300\300.binary.bgData,BG_SETUP/Logging/RIBBON_VISIBILITY_LOGGER_2DIMAGE_RIBBONBAR_PRIVILEGE,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91
DataBase\data\300\300.binary.bgData,BG_SETUP/Logging/RIBBON_VISIBILITY_LOGGER_3DIMAGE_RIBBONBAR_PRIVILEGE,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91
DataBase\data\300\300.binary.bgData,BG_SETUP/Logging/RIBBON_VISIBILITY_LOGGER_FILESET_RIBBONBAR_PRIVILEGE,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91
DataBase\data\300\300.binary.bgData,BG_SETUP/Logging/RIBBON_VISIBILITY_LOGGER_RIBBONBAR_PRIVILEGE,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91
DataBase\data\300\300.binary.bgData,BG_SETUP/Logging/RIBBON_VISIBILITY_LOGGER_SUBSCRIPTION_RIBBONBAR_PRIVILEGE,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91
DataBase\data\300\300.binary.bgData,BG_SETUP/Logging/RIBBON_VISIBILITY_LOGGING_PRIVILEGE,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91
DataBase\data\300\300.binary.bgData,BG_SETUP/ProtectUserInterface,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\300\300.binary.bgData,BG_SETUP/REPORTS/REPORT_TRUNK/REPORT_SETTINGS/CENTER_DELTA,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\300\300.binary.bgData,BG_SETUP/REPORTS/REPORT_TRUNK/REPORT_SETTINGS/CENTER_DELTA_X,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\300\300.binary.bgData,BG_SETUP/REPORTS/REPORT_TRUNK/REPORT_SETTINGS/CENTER_DELTA_Y,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\300\300.binary.bgData,BG_SETUP/REPORTS/REPORT_TRUNK/REPORT_SETTINGS/COMMENT,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\300\300.binary.bgData,BG_SETUP/REPORTS/REPORT_TRUNK/REPORT_SETTINGS/HISTOGRAM,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\300\300.binary.bgData,BG_SETUP/REPORTS/REPORT_TRUNK/REPORT_SETTINGS/ONED1,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\300\300.binary.bgData,BG_SETUP/REPORTS/REPORT_TRUNK/REPORT_SETTINGS/ONED2,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\300\300.binary.bgData,BG_SETUP/REPORTS/REPORT_TRUNK/REPORT_SETTINGS/PARTITIONS,[1],|S1,1,,,,,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\300\300.binary.bgData,BG_SETUP/REPORTS/REPORT_TRUNK/REPORT_SETTINGS/PEAK_DELTA,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\300\300.binary.bgData,BG_SETUP/REPORTS/REPORT_TRUNK/REPORT_SETTINGS/PEAK_DELTA_X,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\300\300.binary.bgData,BG_SETUP/REPORTS/REPORT_TRUNK/REPORT_SETTINGS/PEAK_DELTA_Y,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\300\300.binary.bgData,BG_SETUP/REPORTS/REPORT_TRUNK/REPORT_SETTINGS/RESULTS,[1],uint8,1,1.0,1.0,1.0,1.0,4bf5122f344554c53bde2ebb8cd2b7e3d1600ad631c385a5d7cce23c7785459a
DataBase\data\300\300.binary.bgData,BG_SETUP/REPORTS/REPORT_TRUNK/REPORT_SETTINGS/SEPARATE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\300\300.binary.bgData,BG_SETUP/REPORTS/REPORT_TRUNK/REPORT_SETTINGS/SETUP,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\300\300.binary.bgData,BG_SETUP/REPORTS/REPORT_TRUNK/REPORT_SETTINGS/STABILITY,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\300\300.binary.bgData,BG_SETUP/REPORTS/REPORT_TRUNK/REPORT_SETTINGS/STRIP_CHARTS,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\300\300.binary.bgData,BG_SETUP/REPORTS/REPORT_TRUNK/REPORT_SETTINGS/THREED,[1],uint8,1,1.0,1.0,1.0,1.0,4bf5122f344554c53bde2ebb8cd2b7e3d1600ad631c385a5d7cce23c7785459a
DataBase\data\300\300.binary.bgData,BG_SETUP/REPORTS/REPORT_TRUNK/REPORT_SETTINGS/TWOD,[1],uint8,1,1.0,1.0,1.0,1.0,4bf5122f344554c53bde2ebb8cd2b7e3d1600ad631c385a5d7cce23c7785459a
DataBase\data\300\300.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/AUTO_APERTURE/IsEnabled,[1],uint8,1,1.0,1.0,1.0,1.0,4bf5122f344554c53bde2ebb8cd2b7e3d1600ad631c385a5d7cce23c7785459a
DataBase\data\300\300.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/BEAM_WIDTH_APERTURE/IsEnabled,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\300\300.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/BEAM_WIDTH_APERTURE/Shape,[1],|S6,1,,,,,b93d3bcecff5d7493a58a41ea44f7196a46295f6512ebc06940510676a666384
