source,path,shape,dtype,size,min,max,mean,sum,sha256
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussCentroid1D_Ym_/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussCentroid1D_Ym_/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussCentroid1D_Ym_/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussDeltaCentroid1D_XM_/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussDeltaCentroid1D_XM_/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussDeltaCentroid1D_XM_/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussDeltaCentroid1D_Ym_/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussDeltaCentroid1D_Ym_/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussDeltaCentroid1D_Ym_/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussHeight1D_XM_/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussHeight1D_XM_/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussHeight1D_XM_/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussHeight1D_Ym_/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussHeight1D_Ym_/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussHeight1D_Ym_/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussWidth1D_XM_/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussWidth1D_XM_/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussWidth1D_XM_/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussWidth1D_Ym_/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussWidth1D_Ym_/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussWidth1D_Ym_/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianCentroidX/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianCentroidX/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianCentroidX/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianCentroidY/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianCentroidY/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianCentroidY/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianDeltaCentroid/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianDeltaCentroid/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianDeltaCentroid/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianDeltaCentroidX/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianDeltaCentroidX/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianDeltaCentroidX/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianDeltaCentroidY/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianDeltaCentroidY/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianDeltaCentroidY/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianGoodnessOfFit/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianGoodnessOfFit/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianGoodnessOfFit/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianHeight/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianHeight/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianHeight/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianRoughnessOfFit/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianRoughnessOfFit/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianRoughnessOfFit/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianWidth_XM_/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianWidth_XM_/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianWidth_XM_/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianWidth_Ym_/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianWidth_Ym_/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/gaussianWidth_Ym_/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/goodnessOfFit1D_XM_/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/goodnessOfFit1D_XM_/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/goodnessOfFit1D_XM_/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/goodnessOfFit1D_Ym_/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/goodnessOfFit1D_Ym_/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/goodnessOfFit1D_Ym_/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/knifeEdge1090/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/knifeEdge1090/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/knifeEdge1090/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/knifeEdge1090_XM_/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/knifeEdge1090_XM_/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/knifeEdge1090_XM_/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/knifeEdge1090_Ym_/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/knifeEdge1090_Ym_/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/knifeEdge1090_Ym_/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/knifeEdge1684/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/knifeEdge1684/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/knifeEdge1684/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/knifeEdge1684_XM_/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/knifeEdge1684_XM_/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/knifeEdge1684_XM_/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/knifeEdge1684_Ym_/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/knifeEdge1684_Ym_/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/knifeEdge1684_Ym_/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/knifeEdgeProg/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/knifeEdgeProg/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/knifeEdgeProg/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/knifeEdgeProg_XM_/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/knifeEdgeProg_XM_/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/knifeEdgeProg_XM_/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/knifeEdgeProg_Ym_/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/knifeEdgeProg_Ym_/DISPLAY_OPTIONS/FONT_SIZE,[1],int32,1,12.0,12.0,12.0,12.0,42f4aeb81c1ef81f771f3de8abca9dcf66901c575530e7672e4b1146474ae650
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/knifeEdgeProg_Ym_/VISIBLE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
DataBase\data\120\120.binary.bgData,BG_SETUP/RESULTS_MANAGER/RESULT_UI/RESULT_WINDOW_MANAGER/RESULTS/movingSlit_XM_/DISPLAY_OPTIONS/FONT_COLOR,[1],|S253,1,,,,,54f2fa510d02216c51c0b6026bef4c7bcaaf8ea59480c2a3e7088f10794762b9
