日期,时间,总能量 cnts,峰值 cnts,最小值 cnts,质心X轴坐标 μm,质心Y轴坐标 μm,D4σX μm,D4σY μm
04/02/2026,20:25:33.451,529464.27,2217.36,-32.59,8.950076e+03,1.326617e+04,1.989e+03,2.011e+03
