日期,时间,总能量 cnts,峰值 cnts,最小值 cnts,质心X轴坐标 μm,质心Y轴坐标 μm,D4σX μm,D4σY μm
04/02/2026,20:13:38.614,568243.13,1852.56,-34.20,9.352675e+03,1.255196e+04,2.453e+03,2.528e+03
