日期,时间,总能量 cnts,峰值 cnts,最小值 cnts,质心X轴坐标 μm,质心Y轴坐标 μm,D4σX μm,D4σY μm
04/02/2026,20:15:04.950,519728.48,3705.63,-25.95,9.284979e+03,1.270087e+04,1.684e+03,1.644e+03
