日期,时间,总能量 cnts,峰值 cnts,最小值 cnts,质心X轴坐标 μm,质心Y轴坐标 μm,D4σX μm,D4σY μm
04/02/2026,20:23:43.780,466620.31,10391.63,-63.77,9.083592e+03,1.304871e+04,1.067e+03,7.970e+02
