日期,时间,总能量 cnts,峰值 cnts,最小值 cnts,质心X轴坐标 μm,质心Y轴坐标 μm,D4σX μm,D4σY μm
04/02/2026,20:26:12.820,519066.94,1297.61,-44.73,8.863556e+03,1.339610e+04,2.698e+03,2.845e+03
