axis,d0_um,theta_um_per_mm,z0_mm,m2,rmse_um,r2,d0_std_um,theta_std_um_per_mm,z0_std_mm
X,891.1897396522651,39.47330369941287,234.93397421475757,2.6064996435745478,45.53146222411198,0.9988191432383967,23.866162582441934,0.2406400542044294,0.4186078721638706
Y,515.0106366563651,43.376102972348725,235.32166360818695,1.6552010229690728,44.102833708511575,0.9992081223619643,28.9678763263606,0.21931873957321868,0.3326440721520205
