z_mm,baseline_d4x_um,baseline_d4y_um,baseline_ellipticity,robust_d4x_um,robust_d4y_um,robust_ellipticity,point_d4x_um,point_d4y_um,point_ellipticity
167.5,2807.0661946768096,2986.5792121281293,1.0639504040879906,,2986.5792121281293,,,2986.5792121281293,
168.0,2788.357665216087,2965.218411914397,1.063428285726969,,2965.218411914397,,,2965.218411914397,
168.5,2769.663406967306,2943.862397183492,1.06289536475009,,2943.862397183492,,,2943.862397183492,
169.0,2750.983710869742,2922.5112728440013,1.0623513550067623,,2922.5112728440013,,,2922.5112728440013,
169.5,2732.3188755890187,2901.1651468684313,1.0617959612210393,,2901.1651468684313,,,2901.1651468684313,
170.0,2713.6692077668376,2879.8241304049325,1.0612288786571848,,2879.8241304049325,,,2879.8241304049325,
170.5,2695.035022280086,2858.4883378939044,1.0606497927717211,,2858.4883378939044,,,2858.4883378939044,
171.0,2676.4166425097246,2837.157887189735,1.0600583788513886,,2837.157887189735,,,2837.157887189735,
171.5,2657.814400619859,2815.832899687927,1.0594543016364177,,2815.832899687927,,,2815.832899687927,
172.0,2639.228637847439,2794.513500457898,1.0588372149284913,,2794.513500457898,,,2794.513500457898,
172.5,2620.659704803024,2773.1998183817404,1.0582067611827464,,2773.1998183817404,,,2773.1998183817404,
173.0,2602.1079617830937,2751.891986299266,1.0575625710831509,,2751.891986299266,,,2751.891986299266,
173.5,2583.5737790944027,2730.5901411596456,1.0569042631005394,,2730.5901411596456,,,2730.5901411596456,
174.0,2565.0575373908814,2709.294424180015,1.056231443032599,,2709.294424180015,,,2709.294424180015,
174.5,2546.5596280236377,2688.0049810114047,1.0555437035250343,,2688.0049810114047,,,2688.0049810114047,
175.0,2528.080453404613,2666.7219619123885,1.05484062357314,,2666.7219619123885,,,2666.7219619123885,
175.5,2509.620427384495,2645.445521930877,1.0541217680029555,,2645.445521930877,,,2645.445521930877,
176.0,2491.1799756454907,2624.175821094488,1.0533866869311748,,2624.175821094488,,,2624.175821094488,
176.5,2472.759536109622,2602.9130246099794,1.0526349152029264,,2602.9130246099794,,,2602.9130246099794,
177.0,2454.3595593632062,2581.6573030722225,1.0518659718065286,,2581.6573030722225,,,2581.6573030722225,
177.5,2435.9805090982363,2560.4088326832784,1.0510793592642922,,2560.4088326832784,,,2560.4088326832784,
178.0,2417.6228625713993,2539.1677954821116,1.0502745629983976,,2539.1677954821116,,,2539.1677954821116,
