日期,时间,总能量 cnts,峰值 cnts,最小值 cnts,质心X轴坐标 μm,质心Y轴坐标 μm,D4σX μm,D4σY μm
04/02/2026,20:21:05.646,91425.80,3997.16,-30.30,9.117076e+03,1.299566e+04,8.883e+02,5.880e+02
