日期,时间,总能量 cnts,峰值 cnts,最小值 cnts,质心X轴坐标 μm,质心Y轴坐标 μm,D4σX μm,D4σY μm
04/02/2026,20:24:30.276,520974.73,5511.16,-38.97,9.038265e+03,1.312125e+04,1.339e+03,1.170e+03
