日期,时间,总能量 cnts,峰值 cnts,最小值 cnts,质心X轴坐标 μm,质心Y轴坐标 μm,D4σX μm,D4σY μm
04/02/2026,20:25:06.830,526307.81,3677.30,-44.06,9.003730e+03,1.318549e+04,1.681e+03,1.586e+03
