日期,时间,总能量 cnts,峰值 cnts,最小值 cnts,质心X轴坐标 μm,质心Y轴坐标 μm,D4σX μm,D4σY μm
04/02/2026,20:27:27.058,3208418.64,2400.64,-44.61,8.581291e+03,1.389293e+04,5.085e+03,5.523e+03
