日期,时间,总能量 cnts,峰值 cnts,最小值 cnts,质心X轴坐标 μm,质心Y轴坐标 μm,D4σX μm,D4σY μm
04/02/2026,20:26:43.756,511089.58,630.63,-38.77,8.702355e+03,1.369357e+04,3.813e+03,4.083e+03
