path,shape,dtype,size,min,max,mean,sum,sha256,value,array_file,text_file
BG_SETUP/DATA_SOURCE_MANAGER/SOURCE_SELECT_CONNECT/DATA_SOURCE/EGB/EXPOSURE,[1],float64,1,50.0,50.0,50.0,50.0,fe555d486cc8379252e92fe7c97b5e5b603a97a9f965105cfd169a1ab4327fb9,50.0,,
BG_SETUP/DATA_SOURCE_MANAGER/SOURCE_SELECT_CONNECT/DATA_SOURCE/EGB/GAIN,[1],float64,1,0.0,0.0,0.0,0.0,af5570f5a1810b7af78caf4bc70a660f0df51e42baf91d4de5b2328de0e83dfc,0.0,,
BG_SETUP/DATA_SOURCE_MANAGER/SOURCE_SELECT_CONNECT/DATA_SOURCE/GAIN_CORRECTION/GAIN_CORRECTION_ON,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d,0,,
BG_SETUP/DATA_SOURCE_MANAGER/SOURCE_SELECT_CONNECT/DATA_SOURCE/RAWDATASOURCE/FORMAT,[1],|S7,1,,,,,17b41b9288b11045c43285f66137f12bb48478853f9388c8108546f47633ef22,"""320,320""",,
BG_SETUP/DATA_SOURCE_MANAGER/SOURCE_SELECT_CONNECT/DATA_SOURCE/RAWDATASOURCE/GAMMA,[1],float64,1,1.0,1.0,1.0,1.0,6c3c396ed6b5c36dcae172271f462051b1266b851e92df3deea8ac65478fd712,1.0,,
BG_SETUP/DATA_SOURCE_MANAGER/SOURCE_SELECT_CONNECT/DATA_SOURCE/RAWDATASOURCE/LENS,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d,0,,
BG_SETUP/DATA_SOURCE_MANAGER/SOURCE_SELECT_CONNECT/DATA_SOURCE/RAWDATASOURCE/VIDEOTRIGGERLEVEL,[1],int32,1,0.0,0.0,0.0,0.0,df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119,0,,
BG_SETUP/DATA_SOURCE_MANAGER/SOURCE_SELECT_CONNECT/DATA_SOURCE/TRIGGER/TRIGGER_CHOP_SPEED,[1],|S16,1,,,,,dd1f70a33ff09279f3d70c29e30c2934e39fdc1ac502dc3bf48732e931221351,"""CHOPPER_SPEED_50""",,
BG_SETUP/DATA_SOURCE_MANAGER/SOURCE_SELECT_CONNECT/DATA_SOURCE/TRIGGER/TRIGGER_MODE,[1],|S6,1,,,,,78358a693d179445fd70727451a3e702b45d3ccf43e30bba33e1a2245ddd1b90,"""PULSED""",,
BG_SETUP/DATA_SOURCE_MANAGER/SOURCE_SELECT_CONNECT/DATA_SOURCE/TRIGGER/TRIGGER_PRE_TRIGGER,[1],int32,1,0.0,0.0,0.0,0.0,df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119,0,,
BG_SETUP/DATA_SOURCE_MANAGER/SOURCE_SELECT_CONNECT/SELECTED_DATA_SOURCE,[1],|S63,1,,,,,bb01ab7ce810d13a2691a8b12ce14cc33e25e830ebceae88aab5e5fa0eaf3f4d,"""169.254.64.40~Pyrocam_IV~2034568~Spiricon.Source.Pyrocam.IV.dll""",,
BG_SETUP/DATA_SOURCE_MANAGER/SOURCE_SELECT_CONNECT/SUBSCRIPTION_RATE/BURST,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d,0,,
BG_SETUP/DATA_SOURCE_MANAGER/SOURCE_SELECT_CONNECT/SUBSCRIPTION_RATE/FRAMES,[1],uint32,1,0.0,0.0,0.0,0.0,df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119,0,,
BG_SETUP/DATA_SOURCE_MANAGER/SOURCE_SELECT_CONNECT/SUBSCRIPTION_RATE/SECONDS,[1],uint32,1,0.0,0.0,0.0,0.0,df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119,0,,
BG_SETUP/DATA_SOURCE_MANAGER/VIDEO_TRIGGER/VIDEOTRIGGERLEVEL,[1],|S3,1,,,,,ca7981b46ecf2c1787b6d76d81d9fd7fa0ca95842e2fcc2a452869891a9334d1,"""Off""",,
BG_SETUP/Logging/RIBBON_VISIBILITY_LOGGER_2DIMAGE_RIBBONBAR_PRIVILEGE,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91,"""Visible""",,
BG_SETUP/Logging/RIBBON_VISIBILITY_LOGGER_3DIMAGE_RIBBONBAR_PRIVILEGE,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91,"""Visible""",,
BG_SETUP/Logging/RIBBON_VISIBILITY_LOGGER_FILESET_RIBBONBAR_PRIVILEGE,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91,"""Visible""",,
BG_SETUP/Logging/RIBBON_VISIBILITY_LOGGER_RIBBONBAR_PRIVILEGE,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91,"""Visible""",,
BG_SETUP/Logging/RIBBON_VISIBILITY_LOGGER_SUBSCRIPTION_RIBBONBAR_PRIVILEGE,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91,"""Visible""",,
BG_SETUP/Logging/RIBBON_VISIBILITY_LOGGING_PRIVILEGE,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91,"""Visible""",,
BG_SETUP/ProtectUserInterface,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d,0,,
BG_SETUP/REPORTS/REPORT_TRUNK/REPORT_SETTINGS/CENTER_DELTA,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d,0,,
BG_SETUP/REPORTS/REPORT_TRUNK/REPORT_SETTINGS/CENTER_DELTA_X,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d,0,,
BG_SETUP/REPORTS/REPORT_TRUNK/REPORT_SETTINGS/CENTER_DELTA_Y,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d,0,,
BG_SETUP/REPORTS/REPORT_TRUNK/REPORT_SETTINGS/COMMENT,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d,0,,
BG_SETUP/REPORTS/REPORT_TRUNK/REPORT_SETTINGS/HISTOGRAM,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d,0,,
BG_SETUP/REPORTS/REPORT_TRUNK/REPORT_SETTINGS/ONED1,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d,0,,
BG_SETUP/REPORTS/REPORT_TRUNK/REPORT_SETTINGS/ONED2,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d,0,,
BG_SETUP/REPORTS/REPORT_TRUNK/REPORT_SETTINGS/PARTITIONS,[1],|S1,1,,,,,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d,"""""",,
BG_SETUP/REPORTS/REPORT_TRUNK/REPORT_SETTINGS/PEAK_DELTA,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d,0,,
BG_SETUP/REPORTS/REPORT_TRUNK/REPORT_SETTINGS/PEAK_DELTA_X,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d,0,,
BG_SETUP/REPORTS/REPORT_TRUNK/REPORT_SETTINGS/PEAK_DELTA_Y,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d,0,,
BG_SETUP/REPORTS/REPORT_TRUNK/REPORT_SETTINGS/RESULTS,[1],uint8,1,1.0,1.0,1.0,1.0,4bf5122f344554c53bde2ebb8cd2b7e3d1600ad631c385a5d7cce23c7785459a,1,,
BG_SETUP/REPORTS/REPORT_TRUNK/REPORT_SETTINGS/SEPARATE,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d,0,,
BG_SETUP/REPORTS/REPORT_TRUNK/REPORT_SETTINGS/SETUP,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d,0,,
BG_SETUP/REPORTS/REPORT_TRUNK/REPORT_SETTINGS/STABILITY,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d,0,,
BG_SETUP/REPORTS/REPORT_TRUNK/REPORT_SETTINGS/STRIP_CHARTS,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d,0,,
BG_SETUP/REPORTS/REPORT_TRUNK/REPORT_SETTINGS/THREED,[1],uint8,1,1.0,1.0,1.0,1.0,4bf5122f344554c53bde2ebb8cd2b7e3d1600ad631c385a5d7cce23c7785459a,1,,
BG_SETUP/REPORTS/REPORT_TRUNK/REPORT_SETTINGS/TWOD,[1],uint8,1,1.0,1.0,1.0,1.0,4bf5122f344554c53bde2ebb8cd2b7e3d1600ad631c385a5d7cce23c7785459a,1,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/AUTO_APERTURE/IsEnabled,[1],uint8,1,1.0,1.0,1.0,1.0,4bf5122f344554c53bde2ebb8cd2b7e3d1600ad631c385a5d7cce23c7785459a,1,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/BEAM_WIDTH_APERTURE/IsEnabled,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d,0,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/BEAM_WIDTH_APERTURE/Shape,[1],|S6,1,,,,,b93d3bcecff5d7493a58a41ea44f7196a46295f6512ebc06940510676a666384,"""Circle""",,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/CROSSHAIR_MANAGER/FULL_FRAME/TRACKING,[1],|S8,1,,,,,0c7ef33e451eadb5c230e83d5155fe481df0dccf42529851a31110a88a776d12,"""DISABLED""",,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/CURSOR/SHOW_PROFILES,[1],uint8,1,1.0,1.0,1.0,1.0,4bf5122f344554c53bde2ebb8cd2b7e3d1600ad631c385a5d7cce23c7785459a,1,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/CURSOR/TRACKING,[1],|S8,1,,,,,4aa3021b19c506294ad22269b81fc4ff601818147f770a5899feeeda871259f7,"""CENTROID""",,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/CURSOR/ZOOM_TO_CURSOR,[1],uint8,1,1.0,1.0,1.0,1.0,4bf5122f344554c53bde2ebb8cd2b7e3d1600ad631c385a5d7cce23c7785459a,1,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/ENERGY_MONITOR/CALIBRATION,[1],float64,1,0.0,0.0,0.0,0.0,af5570f5a1810b7af78caf4bc70a660f0df51e42baf91d4de5b2328de0e83dfc,0.0,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/ENERGY_MONITOR/MULTIPLIER,[1],float64,1,0.0,0.0,0.0,0.0,af5570f5a1810b7af78caf4bc70a660f0df51e42baf91d4de5b2328de0e83dfc,0.0,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/ENERGY_MONITOR/STATUS,[1],|S4,1,,,,,c627c09c14e58e44bc51622dac392958ec88244e414b508020634f53cfcd1e69,"""NONE""",,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/ENERGY_MONITOR/TYPE,[1],|S4,1,,,,,c627c09c14e58e44bc51622dac392958ec88244e414b508020634f53cfcd1e69,"""NONE""",,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/ENERGY_MONITOR/WAS_INTERPOLATED,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d,0,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/MANUAL_APERTURE/CenterXPercent,[1],float64,1,0.3467184551219148,0.3467184551219148,0.3467184551219148,0.3467184551219148,22ae1a38a2c1804fff41cadbd53bed8f92c48c523dcf9d01dcc786b096e7162b,0.3467184551219148,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/MANUAL_APERTURE/CenterYPercent,[1],float64,1,0.4624246370247363,0.4624246370247363,0.4624246370247363,0.4624246370247363,7d4a808d2e3849c889bc87b0f89ddb00bbf6e67d3fef85f875bed543a5b0ddbd,0.4624246370247363,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/MANUAL_APERTURE/HeightPercent,[1],float64,1,0.35639570632820217,0.35639570632820217,0.35639570632820217,0.35639570632820217,4c26f0a82629c5e24f42976287bbf95e24cff6e8021f0d8dc279147db4981009,0.35639570632820217,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/MANUAL_APERTURE/IsEnabled,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d,0,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/MANUAL_APERTURE/Rotation,[1],float64,1,0.0,0.0,0.0,0.0,af5570f5a1810b7af78caf4bc70a660f0df51e42baf91d4de5b2328de0e83dfc,0.0,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/MANUAL_APERTURE/Shape,[1],|S6,1,,,,,b93d3bcecff5d7493a58a41ea44f7196a46295f6512ebc06940510676a666384,"""Circle""",,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/MANUAL_APERTURE/WidthPercent,[1],float64,1,0.35639570632820217,0.35639570632820217,0.35639570632820217,0.35639570632820217,4c26f0a82629c5e24f42976287bbf95e24cff6e8021f0d8dc279147db4981009,0.35639570632820217,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/MASTER_PASSFAIL/ACTION_ON_PASS,[1],|S4,1,,,,,09230b3dbc35635f04595dc627c267a62174ba6435078ab5083dce4252c999a1,"""Fail""",,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/MASTER_PASSFAIL/BEEP,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d,0,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/MASTER_PASSFAIL/ENABLED,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d,0,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/MASTER_PASSFAIL/STOP,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d,0,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/MASTER_PASSFAIL/TTL,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d,0,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/MASTER_STATISTIC/FRAME_COUNT,[1],int32,1,32.0,32.0,32.0,32.0,8d71b3faab8201459ad37ef499beb336ba88bdcfa0f51ee6f0a46ec3192d750a,32,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/MASTER_STATISTIC/MODE,[1],|S10,1,,,,,04f13cecbc50590b68a8c4866c8e622c3bc69fb2f8caeeba894cf5c7819315f5,"""Continuous""",,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/MASTER_STATISTIC/RESET_ON_START,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d,0,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/MASTER_STATISTIC/TIME,[1],float64,1,300000.0,300000.0,300000.0,300000.0,ad686dab2758a9fa6789678a612d063178d8716cfe707ed9efb706ba370b339c,300000.0,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/PARTITION_MANAGER/ACTIVE_PARTITION,[1],|S10,1,,,,,4a91614951d004ce53d3032e6894abe899c2fc509473fa61512515f35eb9144a,"""Full Frame""",,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/PARTITION_MANAGER/Full Frame/FORMAT/Center,[1],|S7,1,,,,,f604817d002c10ad5283ce3ac1a35afbfbdcf7b7b1f9fa05fa8c6832eb8253ad,"""160,160""",,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/PARTITION_MANAGER/Full Frame/FORMAT/LimitingShape,[1],|S9,1,,,,,5f704dae14a9bdafed8e3ed821ca039f86000d74507c5306e80cbb03c61664cf,"""RECTANGLE""",,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/PARTITION_MANAGER/Full Frame/FORMAT/LimitingType,[1],|S9,1,,,,,59d5712cd0a93ece29751afe26d8ebb1e801050932e0069cf375d3a18029e311,"""PARTITION""",,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/PARTITION_MANAGER/Full Frame/FORMAT/Major,[1],float64,1,320.0,320.0,320.0,320.0,9d99df3a1c1b413b1245bb5d5f38afd399854259f8d538c2464636ce187c8bfe,320.0,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/PARTITION_MANAGER/Full Frame/FORMAT/Minor,[1],float64,1,320.0,320.0,320.0,320.0,9d99df3a1c1b413b1245bb5d5f38afd399854259f8d538c2464636ce187c8bfe,320.0,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/PARTITION_MANAGER/Full Frame/FORMAT/Rotation,[1],float64,1,0.0,0.0,0.0,0.0,af5570f5a1810b7af78caf4bc70a660f0df51e42baf91d4de5b2328de0e83dfc,0.0,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/PARTITION_MANAGER/Full Frame/LAST_FRAME_HEIGHT,[1],int32,1,320.0,320.0,320.0,320.0,874d4a57ec4bfe979629f5f5537f9926f71f6102abb4634ee48770d1ceb3384e,320,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/PARTITION_MANAGER/Full Frame/LAST_FRAME_WIDTH,[1],int32,1,320.0,320.0,320.0,320.0,874d4a57ec4bfe979629f5f5537f9926f71f6102abb4634ee48770d1ceb3384e,320,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/PROGRAMMABLE_SETTINGS_MANAGER/AVG_PULSE_PWR/RATE,[1],float64,1,0.0,0.0,0.0,0.0,af5570f5a1810b7af78caf4bc70a660f0df51e42baf91d4de5b2328de0e83dfc,0.0,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/PROGRAMMABLE_SETTINGS_MANAGER/BEAM_WIDTH_BASIS/BEAM_WIDTH_TYPE,[1],|S7,1,,,,,b1ecbf0b14741cbf0030358dbc3194355b0b9ceb44c0d6a2070ed0dacec8f47f,"""D4Sigma""",,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/PROGRAMMABLE_SETTINGS_MANAGER/DIVERGENCE/DETECTOR_DISTANCE,[1],float64,1,0.0,0.0,0.0,0.0,af5570f5a1810b7af78caf4bc70a660f0df51e42baf91d4de5b2328de0e83dfc,0.0,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/PROGRAMMABLE_SETTINGS_MANAGER/DIVERGENCE/DIVERGENCE_METHOD,[1],|S11,1,,,,,bdfb6526a2c80c44f2a1cbf1cc2990c9b6e9b0593e2908048aa37a794c585993,"""FocalLength""",,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/PROGRAMMABLE_SETTINGS_MANAGER/DIVERGENCE/FIRST_POINT_D,[1],float64,1,0.0,0.0,0.0,0.0,af5570f5a1810b7af78caf4bc70a660f0df51e42baf91d4de5b2328de0e83dfc,0.0,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/PROGRAMMABLE_SETTINGS_MANAGER/DIVERGENCE/FIRST_POINT_X,[1],float64,1,0.0,0.0,0.0,0.0,af5570f5a1810b7af78caf4bc70a660f0df51e42baf91d4de5b2328de0e83dfc,0.0,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/PROGRAMMABLE_SETTINGS_MANAGER/DIVERGENCE/FIRST_POINT_Y,[1],float64,1,0.0,0.0,0.0,0.0,af5570f5a1810b7af78caf4bc70a660f0df51e42baf91d4de5b2328de0e83dfc,0.0,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/PROGRAMMABLE_SETTINGS_MANAGER/DIVERGENCE/FOCAL_LENGTH,[1],float64,1,0.0,0.0,0.0,0.0,af5570f5a1810b7af78caf4bc70a660f0df51e42baf91d4de5b2328de0e83dfc,0.0,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/PROGRAMMABLE_SETTINGS_MANAGER/DIVERGENCE/SEPARATION_DISTANCE,[1],float64,1,0.0,0.0,0.0,0.0,af5570f5a1810b7af78caf4bc70a660f0df51e42baf91d4de5b2328de0e83dfc,0.0,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/PROGRAMMABLE_SETTINGS_MANAGER/EFFICIENCY/EXPECTED_OUTPUT,[1],float64,1,0.0,0.0,0.0,0.0,af5570f5a1810b7af78caf4bc70a660f0df51e42baf91d4de5b2328de0e83dfc,0.0,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/PROGRAMMABLE_SETTINGS_MANAGER/EFFICIENCY/POWER_ENERGY,[1],|S4,1,,,,,c627c09c14e58e44bc51622dac392958ec88244e414b508020634f53cfcd1e69,"""NONE""",,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/PROGRAMMABLE_SETTINGS_MANAGER/HISTOGRAM/BINNING,[1],int32,1,128.0,128.0,128.0,128.0,50c8ba3a6170f0a2fb6736ece8a603576ef6309a35e810911599bc6211b554a9,128,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/PROGRAMMABLE_SETTINGS_MANAGER/KNIFE_EDGE/CLIP_LEVEL,[1],float64,1,0.135,0.135,0.135,0.135,7850b067c16b00450fb9ee911e1bef526546a4da980ad5339bd7e6c206641eb8,0.135,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/PROGRAMMABLE_SETTINGS_MANAGER/KNIFE_EDGE/MULTIPLIER,[1],float64,1,2.0,2.0,2.0,2.0,3f710ac088db33363087de2b9a657541fe5447821debaa9fe5cbd538eb1a5f29,2.0,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/PROGRAMMABLE_SETTINGS_MANAGER/MOVING_SLIT/CLIP_LEVEL,[1],float64,1,0.135,0.135,0.135,0.135,7850b067c16b00450fb9ee911e1bef526546a4da980ad5339bd7e6c206641eb8,0.135,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/PROGRAMMABLE_SETTINGS_MANAGER/OPTICAL_SCALE/OPTICAL_SCALE,[1],float64,1,1.0,1.0,1.0,1.0,6c3c396ed6b5c36dcae172271f462051b1266b851e92df3deea8ac65478fd712,1.0,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/PROGRAMMABLE_SETTINGS_MANAGER/PEAK_PULSE_PWR/WIDTH,[1],float64,1,0.0,0.0,0.0,0.0,af5570f5a1810b7af78caf4bc70a660f0df51e42baf91d4de5b2328de0e83dfc,0.0,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/PROGRAMMABLE_SETTINGS_MANAGER/PERCENT_PEAK_CLIP/PERCENT_PEAK,[1],float64,1,0.135,0.135,0.135,0.135,7850b067c16b00450fb9ee911e1bef526546a4da980ad5339bd7e6c206641eb8,0.135,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/PROGRAMMABLE_SETTINGS_MANAGER/PERCENT_TOTAL_CLIP/PERCENT_TOTAL,[1],float64,1,0.865,0.865,0.865,0.865,263f3224a48ff7ee375280ce9b1bf98e363824107130d03cce328eddbe51d14d,0.865,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/PROGRAMMABLE_SETTINGS_MANAGER/POSITIONAL_STABILITY/SAMPLE_SIZE,[1],int32,1,1000.0,1000.0,1000.0,1000.0,79ff7fbc96a0a6111e3c2706d61deb84c7c8e5a137b776f34a7dc3775f3652de,1000,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/PROGRAMMABLE_SETTINGS_MANAGER/POSITIONAL_STABILITY/USE_SAMPLE_SIZE,[1],uint8,1,1.0,1.0,1.0,1.0,4bf5122f344554c53bde2ebb8cd2b7e3d1600ad631c385a5d7cce23c7785459a,1,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/PROGRAMMABLE_SETTINGS_MANAGER/SMALLEST_APERTURE/CLIP_LEVEL,[1],float64,1,0.865,0.865,0.865,0.865,263f3224a48ff7ee375280ce9b1bf98e363824107130d03cce328eddbe51d14d,0.865,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/PROGRAMMABLE_SETTINGS_MANAGER/TOPHAT_CLIP/ENERGY_CLIP,[1],float64,1,0.0,0.0,0.0,0.0,af5570f5a1810b7af78caf4bc70a660f0df51e42baf91d4de5b2328de0e83dfc,0.0,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/PROGRAMMABLE_SETTINGS_MANAGER/TOPHAT_CLIP/PERCENT_CLIP,[1],float64,1,0.0,0.0,0.0,0.0,af5570f5a1810b7af78caf4bc70a660f0df51e42baf91d4de5b2328de0e83dfc,0.0,,
BG_SETUP/RESULTS_MANAGER/RESULT_ENGINE/PROGRAMMABLE_SETTINGS_MANAGER/TOPHAT_CLIP/USE_PERCENT,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d,0,,
BG_SETUP/RESULTS_MANAGER/RESULT_TRANSLATOR/OPTICAL_SCALE/ENABLED,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d,0,,
BG_SETUP/RESULTS_MANAGER/RESULT_TRANSLATOR/OPTICAL_SCALE/SCALE_VALUE,[1],float64,1,1.0,1.0,1.0,1.0,6c3c396ed6b5c36dcae172271f462051b1266b851e92df3deea8ac65478fd712,1.0,,
BG_SETUP/RESULTS_MANAGER/RESULT_TRANSLATOR/ORIGIN/ORIGIN_POINT,[1],|S3,1,,,,,83b97b859aa5f81b2f0f86ba2a675efaf515ad2d5e2b8652cf2de7e1c2267350,"""0,1""",,
BG_SETUP/RESULTS_MANAGER/RESULT_TRANSLATOR/ORIGIN/ORIGIN_TYPE,[1],|S11,1,,,,,49888f1a26ded6a16937303ceba75a1947e1b8c816c91108ea39c190d472ba0a,"""BOTTOM_LEFT""",,
BG_SETUP/RESULTS_MANAGER/RESULT_TRANSLATOR/RESULT_TRANSLATOR_STATE/BEAM_WIDTH_UNITS,[1],|S2,1,,,,,289c90decf40c8ec15f72f6080f2a4e7cd11d4128530dd5d290fc06ebadba620,"""um""",,
