path,shape,dtype,size,min,max,mean,sum,sha256,value,array_file,text_file
BG_DATA/1/AUTOX,[1],|S5,1,,,,,1139b6cfb47a3711e96a77cadebafafd1a7809f362f9acb3dbc6de118cab6269,"""NotOn""",,
BG_DATA/1/BADPIXELCORRECTED,[1],|S5,1,,,,,1139b6cfb47a3711e96a77cadebafafd1a7809f362f9acb3dbc6de118cab6269,"""NotOn""",,
BG_DATA/1/COMMENT,[1],|S1,1,,,,,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d,"""""",,
BG_DATA/1/DATA,[102400],int32,102400,-23543808.0,1638488064.0,20108.68,2059128832.0,8b76fba6d37d8d6521f057ee592ac42960bf7ad41b4757c5049b72b9a6f544d4,null,DataBase\bgdata_extract\180.binary\arrays\BG_DATA__1__DATA.npy,
BG_DATA/1/DATA_TYPE,[1],|S12,1,,,,,fe79efc3abe7cdc3dd806975a11087f872f8064bdeb4f69fc6b61fcef97fed6a,"""IntegerArray""",,
BG_DATA/1/GAINCORRECTED,[1],|S5,1,,,,,1139b6cfb47a3711e96a77cadebafafd1a7809f362f9acb3dbc6de118cab6269,"""NotOn""",,
BG_DATA/1/GAMMACORRECTED,[1],|S5,1,,,,,1139b6cfb47a3711e96a77cadebafafd1a7809f362f9acb3dbc6de118cab6269,"""NotOn""",,
BG_DATA/1/HASDATA,[1],uint8,1,1.0,1.0,1.0,1.0,4bf5122f344554c53bde2ebb8cd2b7e3d1600ad631c385a5d7cce23c7785459a,1,,
BG_DATA/1/METADATA/SATURATED,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d,0,,
BG_DATA/1/RAWFRAME/BINNINGX,[1],int32,1,1.0,1.0,1.0,1.0,67abdd721024f0ff4e0b3f4c2fc13bc5bad42d0b7851d456d88d203d15aaa450,1,,
BG_DATA/1/RAWFRAME/BINNINGY,[1],int32,1,1.0,1.0,1.0,1.0,67abdd721024f0ff4e0b3f4c2fc13bc5bad42d0b7851d456d88d203d15aaa450,1,,
BG_DATA/1/RAWFRAME/BINTYPE,[1],|S7,1,,,,,20c53aaf99ace14d2f2ebf82719f3933da7e44bf1171440025ce0d40de7fbac9,"""Binning""",,
BG_DATA/1/RAWFRAME/BITENCODING,[1],|S3,1,,,,,8662203314894f22d31a3a96ed75d7acfdfd221da89226a3a687e3c4bf6e5986,"""S16""",,
BG_DATA/1/RAWFRAME/BLACKLEVELSTAMP,[1],int32,1,-1.0,-1.0,-1.0,-1.0,ad95131bc0b799c0b1af477fb14fcf26a6a9f76079e48bf090acb7e8367bfd0e,-1,,
BG_DATA/1/RAWFRAME/ENERGY/ENERGYOFBEAM,[1],float64,1,0.0,0.0,0.0,0.0,af5570f5a1810b7af78caf4bc70a660f0df51e42baf91d4de5b2328de0e83dfc,0.0,,
BG_DATA/1/RAWFRAME/ENERGY/ENERGYOFBEAMSTATUS,[1],|S4,1,,,,,c627c09c14e58e44bc51622dac392958ec88244e414b508020634f53cfcd1e69,"""NONE""",,
BG_DATA/1/RAWFRAME/ENERGY/ENERGYOFFRAME,[1],float64,1,0.0,0.0,0.0,0.0,af5570f5a1810b7af78caf4bc70a660f0df51e42baf91d4de5b2328de0e83dfc,0.0,,
BG_DATA/1/RAWFRAME/ENERGY/ENERGY_BASE,[1],|S4,1,,,,,c627c09c14e58e44bc51622dac392958ec88244e414b508020634f53cfcd1e69,"""NONE""",,
BG_DATA/1/RAWFRAME/ENERGY/ENERGY_QUANTIFIER,[1],|S4,1,,,,,c627c09c14e58e44bc51622dac392958ec88244e414b508020634f53cfcd1e69,"""NONE""",,
BG_DATA/1/RAWFRAME/ENERGY/POWER_CALIBRATION_MULTIPLIER,[1],float64,1,0.0,0.0,0.0,0.0,af5570f5a1810b7af78caf4bc70a660f0df51e42baf91d4de5b2328de0e83dfc,0.0,,
BG_DATA/1/RAWFRAME/EXPOSURESTAMP,[1],float64,1,0.05,0.05,0.05,0.05,7f925b2036e92fe2f1f0697c3aedfff74d719c1ee2cb6b739d7c30484e75972c,0.05,,
BG_DATA/1/RAWFRAME/GAINSTAMP,[1],float64,1,0.0,0.0,0.0,0.0,af5570f5a1810b7af78caf4bc70a660f0df51e42baf91d4de5b2328de0e83dfc,0.0,,
BG_DATA/1/RAWFRAME/HEIGHT,[1],int32,1,320.0,320.0,320.0,320.0,874d4a57ec4bfe979629f5f5537f9926f71f6102abb4634ee48770d1ceb3384e,320,,
BG_DATA/1/RAWFRAME/MAXHEIGHT,[1],int32,1,0.0,0.0,0.0,0.0,df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119,0,,
BG_DATA/1/RAWFRAME/MAXWIDTH,[1],int32,1,0.0,0.0,0.0,0.0,df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119,0,,
BG_DATA/1/RAWFRAME/METADATA/SATURATED,[1],uint8,1,0.0,0.0,0.0,0.0,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d,0,,
BG_DATA/1/RAWFRAME/OFFSETX,[1],int32,1,0.0,0.0,0.0,0.0,df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119,0,,
BG_DATA/1/RAWFRAME/OFFSETY,[1],int32,1,0.0,0.0,0.0,0.0,df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119,0,,
BG_DATA/1/RAWFRAME/ORIGINALGAMMA,[1],float64,1,1.0,1.0,1.0,1.0,6c3c396ed6b5c36dcae172271f462051b1266b851e92df3deea8ac65478fd712,1.0,,
BG_DATA/1/RAWFRAME/PIXELSCALEXUM,[1],float64,1,80.0,80.0,80.0,80.0,dfa3d204e7b87f4b013ab1df60c206160138f6a9437d8d6ba73fec3b0ff74a64,80.0,,
BG_DATA/1/RAWFRAME/PIXELSCALEYUM,[1],float64,1,80.0,80.0,80.0,80.0,dfa3d204e7b87f4b013ab1df60c206160138f6a9437d8d6ba73fec3b0ff74a64,80.0,,
BG_DATA/1/RAWFRAME/POWER_CALIBRATION_MULTIPLIER,[1],float64,1,0.0,0.0,0.0,0.0,af5570f5a1810b7af78caf4bc70a660f0df51e42baf91d4de5b2328de0e83dfc,0.0,,
BG_DATA/1/RAWFRAME/SEQUENCEID,[1],uint64,1,274.0,274.0,274.0,274.0,1a8d07b8a5cb557f5f6ac26591987dcc56db36caa4c0c8df3bf5e491f340e912,274,,
BG_DATA/1/RAWFRAME/SUBTRACTION_OFFSET,[1],int32,1,-410327.0,-410327.0,-410327.0,-410327.0,adad285b815a4656276aa75ad3fde5c8e373a22b8f34cbe201be02b85f69eb7b,-410327,,
BG_DATA/1/RAWFRAME/TIMESTAMP,[1],|S33,1,,,,,02a4bfd1298e4aa06c24e840dc4d587c22055d09d55b656b8eae3129ebde588d,"""2026-04-02T20:01:11.0291715+08:00""",,
BG_DATA/1/RAWFRAME/WIDTH,[1],int32,1,320.0,320.0,320.0,320.0,874d4a57ec4bfe979629f5f5537f9926f71f6102abb4634ee48770d1ceb3384e,320,,
BG_DATA/1/REFERENCESUBTRACTED,[1],|S5,1,,,,,1139b6cfb47a3711e96a77cadebafafd1a7809f362f9acb3dbc6de118cab6269,"""NotOn""",,
BG_DATA/1/ULTRACALED,[1],|S4,1,,,,,11a6767d5674c7e45f7e00dc525762275b3a48491ad6045427d2609cc496c516,"""Done""",,
BG_SETUP/Aperture/RIBBON_VISIBILITY_APERTURE_PRIVILEGE,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91,"""Visible""",,
BG_SETUP/Aperture/RIBBON_VISIBILITY_AUTOAPERTURE_PRIVILEGE,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91,"""Visible""",,
BG_SETUP/Aperture/RIBBON_VISIBILITY_BEAMWIDTHAPERTURE_PRIVILEGE,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91,"""Visible""",,
BG_SETUP/Aperture/RIBBON_VISIBILITY_MANUALAPERTURE_PRIVILEGE,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91,"""Visible""",,
BG_SETUP/Aperture/RIBBON_VISIBILITY_PARTITION_PRIVILEGE,[1],|S7,1,,,,,8411f5abb4c710b176d8f28c735f55a5f1e1ac648a8a48432ce4c10014a9bb91,"""Visible""",,
BG_SETUP/BEAM_DISPLAY/BEAM_DISPLAY_2D/MAX_PALETTE_SCALE,[1],float64,1,100.0,100.0,100.0,100.0,00754a39f7de30495780d4c6242f680316f56bf4bf735c3681b3ac1d14f1512e,100.0,,
BG_SETUP/BEAM_DISPLAY/BEAM_DISPLAY_2D/MIN_PALETTE_SCALE,[1],float64,1,0.0,0.0,0.0,0.0,af5570f5a1810b7af78caf4bc70a660f0df51e42baf91d4de5b2328de0e83dfc,0.0,,
