日期,时间,总能量 cnts,峰值 cnts,最小值 cnts,质心X轴坐标 μm,质心Y轴坐标 μm,D4σX μm,D4σY μm
04/02/2026,20:13:00.929,504547.58,734.70,-39.27,9.456434e+03,1.237270e+04,3.435e+03,3.693e+03
